.02	0.000e-1
.50	4.227e-10
1.03	8.300e-10
1.59	1.317e-9
2.19	1.404e-9
2.82	1.769e-9
3.48	1.784e-9
4.19	2.225e-9
4.94	2.321e-9
5.73	2.644e-9
6.57	2.736e-9
7.46	3.242e-9
8.40	3.537e-9
9.40	3.738e-9
10.46	3.845e-9
11.58	4.239e-9
12.76	4.760e-9
14.02	5.044e-9
15.34	5.410e-9
16.76	5.957e-9
18.25	6.163e-9
19.83	6.847e-9
21.50	7.481e-9
23.27	7.573e-9
25.15	8.487e-9
27.14	8.944e-9
29.25	9.444e-9
31.48	9.981e-9
33.84	1.040e-8
36.35	1.110e-8
38.99	1.187e-8
41.81	1.263e-8
44.78	1.349e-8
47.93	1.446e-8
51.27	1.517e-8
54.80	1.614e-8
58.55	1.701e-8
62.51	1.806e-8
66.71	1.913e-8
71.16	2.049e-8
75.87	2.119e-8
80.87	2.276e-8
86.16	2.422e-8
91.75	2.591e-8
97.68	2.722e-8
103.97	2.905e-8
110.62	3.122e-8
117.67	3.312e-8
125.13	3.531e-8
133.04	3.801e-8
141.41	4.034e-8
150.29	4.358e-8
159.68	4.642e-8
169.63	4.990e-8
180.17	5.328e-8
191.34	5.688e-8
203.16	6.129e-8
215.69	6.574e-8
228.95	7.027e-8
243.00	7.577e-8
257.89	8.133e-8
273.65	8.698e-8
290.35	9.350e-8
308.03	1.002e-7
326.76	1.074e-7
346.61	1.154e-7
367.62	1.234e-7
389.88	1.327e-7
413.46	1.422e-7
438.43	1.527e-7
464.89	1.641e-7
492.90	1.760e-7
522.58	1.887e-7
554.01	2.022e-7
587.30	2.169e-7
622.56	2.319e-7
659.92	2.475e-7
699.48	2.633e-7
741.38	2.796e-7
785.77	2.955e-7
832.78	3.118e-7
882.57	3.275e-7
935.31	3.426e-7
991.18	3.572e-7
1050.35	3.710e-7
1113.02	3.841e-7
1179.41	3.961e-7
1249.72	4.074e-7
1324.20	4.173e-7
1403.08	4.270e-7
1486.64	4.354e-7
1575.14	4.429e-7
1668.87	4.501e-7
1768.15	4.563e-7
1873.30	4.621e-7
1984.67	4.676e-7
2102.63	4.723e-7
2227.57	4.771e-7
2359.88	4.809e-7
2500.05	4.840e-7
