.02	0.000e-1
1.00	8.831e-9
2.05	1.361e-8
3.16	1.885e-8
4.32	2.182e-8
5.53	2.603e-8
6.81	2.961e-8
8.15	3.092e-8
9.56	3.321e-8
11.04	3.615e-8
12.59	3.763e-8
14.23	4.203e-8
15.94	4.536e-8
17.73	4.934e-8
19.62	5.166e-8
21.61	5.375e-8
23.69	5.784e-8
25.88	6.040e-8
28.17	6.281e-8
30.58	6.590e-8
33.11	6.938e-8
35.77	7.239e-8
38.56	7.673e-8
41.50	8.015e-8
44.58	8.462e-8
47.81	8.722e-8
51.20	9.064e-8
54.77	9.502e-8
58.51	9.828e-8
62.44	1.019e-7
66.57	1.055e-7
70.90	1.102e-7
75.45	1.144e-7
80.23	1.174e-7
85.25	1.223e-7
90.51	1.266e-7
96.05	1.315e-7
101.86	1.373e-7
107.96	1.417e-7
114.37	1.477e-7
121.09	1.520e-7
128.15	1.567e-7
135.57	1.638e-7
143.36	1.693e-7
151.54	1.753e-7
160.13	1.811e-7
169.15	1.859e-7
178.62	1.916e-7
188.56	1.953e-7
199.00	2.018e-7
209.97	2.067e-7
221.48	2.127e-7
233.58	2.208e-7
246.27	2.260e-7
259.60	2.315e-7
273.60	2.352e-7
288.30	2.393e-7
303.74	2.439e-7
319.94	2.481e-7
336.97	2.532e-7
354.84	2.579e-7
373.61	2.639e-7
393.32	2.692e-7
414.01	2.723e-7
435.74	2.773e-7
458.56	2.812e-7
482.53	2.858e-7
507.69	2.906e-7
534.11	2.952e-7
561.86	3.008e-7
590.99	3.066e-7
621.59	3.109e-7
653.72	3.159e-7
687.46	3.224e-7
722.88	3.266e-7
760.08	3.303e-7
799.14	3.349e-7
840.16	3.378e-7
883.23	3.403e-7
928.46	3.431e-7
975.96	3.475e-7
1025.83	3.496e-7
1078.20	3.517e-7
1133.19	3.553e-7
1190.94	3.566e-7
1251.58	3.584e-7
1315.26	3.598e-7
1382.12	3.631e-7
1452.34	3.664e-7
1526.07	3.678e-7
1603.49	3.690e-7
1684.79	3.700e-7
1770.15	3.709e-7
1859.78	3.715e-7
1953.90	3.726e-7
2052.74	3.744e-7
2156.51	3.735e-7
2265.47	3.760e-7
2379.88	3.766e-7
2500.05	3.770e-7
