.02	0.000e-1
1.00	-3.842e-9
2.05	-1.400e-9
3.16	-5.186e-9
4.32	-2.581e-9
5.53	4.645e-10
6.81	-8.071e-10
8.15	3.676e-10
9.56	-1.699e-9
11.04	1.066e-9
12.59	6.118e-10
14.22	-6.001e-10
15.93	6.677e-10
17.73	1.701e-9
19.62	3.603e-10
21.61	1.962e-9
23.69	2.057e-9
25.87	3.724e-9
28.17	3.158e-9
30.58	5.670e-10
33.11	2.139e-9
35.77	2.642e-9
38.56	5.123e-9
41.50	5.672e-9
44.57	3.999e-9
47.80	1.520e-9
51.20	7.487e-9
54.77	7.959e-9
58.51	3.704e-9
62.44	5.325e-9
66.57	7.529e-9
70.90	5.410e-9
75.45	5.446e-9
80.23	7.498e-9
85.25	5.066e-9
90.51	9.211e-9
96.05	7.790e-9
101.86	1.004e-8
107.96	8.955e-9
114.36	8.467e-9
121.09	6.949e-9
128.16	9.430e-9
135.57	7.350e-9
143.36	4.031e-9
151.54	9.673e-9
160.13	9.000e-9
169.15	1.041e-8
178.62	8.594e-9
188.56	9.307e-9
199.00	8.809e-9
209.97	1.202e-8
221.48	6.785e-9
233.57	9.850e-9
246.27	1.206e-8
259.60	1.238e-8
273.60	1.132e-8
288.30	1.184e-8
303.74	1.389e-8
319.94	1.361e-8
336.97	1.189e-8
354.84	1.254e-8
373.61	1.194e-8
393.32	1.596e-8
414.01	1.729e-8
435.74	1.375e-8
458.56	1.532e-8
482.53	1.146e-8
507.69	1.673e-8
534.11	1.802e-8
561.86	1.587e-8
591.00	1.729e-8
621.59	1.634e-8
653.72	1.499e-8
687.45	1.486e-8
722.88	1.452e-8
760.08	1.614e-8
799.14	1.689e-8
840.16	1.685e-8
883.23	1.997e-8
928.46	1.929e-8
975.96	1.542e-8
1025.83	1.473e-8
1078.20	1.655e-8
1133.20	1.328e-8
1190.94	1.466e-8
1251.58	1.550e-8
1315.26	1.977e-8
1382.12	1.574e-8
1452.34	1.842e-8
1526.07	1.595e-8
1603.49	1.547e-8
1684.79	1.315e-8
1770.15	1.567e-8
1859.79	1.767e-8
1953.90	1.875e-8
2052.74	1.984e-8
2156.51	1.701e-8
2265.48	1.874e-8
2379.88	1.547e-8
2500.06	1.929e-8
