.02	0.000e-1
1.00	3.421e-10
2.05	6.989e-10
3.16	1.062e-9
4.31	1.498e-9
5.53	1.861e-9
6.81	2.259e-9
8.15	2.761e-9
9.56	3.257e-9
11.04	3.699e-9
12.59	4.219e-9
14.22	4.795e-9
15.94	5.304e-9
17.74	5.868e-9
19.62	6.511e-9
21.60	7.103e-9
23.69	7.623e-9
25.88	8.284e-9
28.17	8.840e-9
30.58	9.543e-9
33.11	1.015e-8
35.77	1.073e-8
38.56	1.126e-8
41.50	1.198e-8
44.57	1.243e-8
47.81	1.300e-8
51.20	1.364e-8
54.77	1.431e-8
58.51	1.474e-8
62.44	1.537e-8
66.56	1.586e-8
70.90	1.637e-8
75.45	1.696e-8
80.23	1.747e-8
85.25	1.801e-8
90.52	1.851e-8
96.05	1.908e-8
101.86	1.950e-8
107.96	2.004e-8
114.36	2.043e-8
121.09	2.104e-8
128.16	2.143e-8
135.57	2.199e-8
143.36	2.251e-8
151.54	2.291e-8
160.13	2.338e-8
169.15	2.378e-8
178.62	2.430e-8
188.56	2.480e-8
199.00	2.522e-8
209.97	2.566e-8
221.48	2.604e-8
233.57	2.668e-8
246.27	2.703e-8
259.60	2.746e-8
273.60	2.790e-8
288.30	2.849e-8
303.73	2.887e-8
319.95	2.935e-8
336.97	2.983e-8
354.84	3.034e-8
373.61	3.083e-8
393.32	3.135e-8
414.01	3.193e-8
435.74	3.230e-8
458.56	3.293e-8
482.53	3.335e-8
507.69	3.396e-8
534.11	3.455e-8
561.86	3.503e-8
590.99	3.553e-8
621.59	3.613e-8
653.72	3.660e-8
687.45	3.702e-8
722.88	3.755e-8
760.08	3.802e-8
799.14	3.844e-8
840.16	3.900e-8
883.23	3.928e-8
928.46	3.966e-8
975.96	3.997e-8
1025.83	4.036e-8
1078.20	4.079e-8
1133.19	4.107e-8
1190.94	4.141e-8
1251.58	4.161e-8
1315.26	4.191e-8
1382.12	4.222e-8
1452.34	4.244e-8
1526.07	4.262e-8
1603.49	4.292e-8
1684.78	4.309e-8
1770.15	4.325e-8
1859.79	4.350e-8
1953.90	4.365e-8
2052.74	4.386e-8
2156.51	4.390e-8
2265.47	4.415e-8
2379.89	4.405e-8
2500.05	4.373e-8
