DEPT .m 	Cali in	DT us/ft	GR  gAPI	LLD ohmm	LLS ohmm	MSFL ohmm	NPHI m3/m3	RHOB g/cm3	SP mV	MD M	TVDSS	UTME	UTMN
1409.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.487549	1393.277466	399519.8438	85615.89844
1409.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.587036	1393.371582	399519.8438	85615.86719
1409.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.686646	1393.465576	399519.875	85615.84375
1409.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.786255	1393.55957	399519.9063	85615.82031
1409.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.885742	1393.653687	399519.9063	85615.78906
1409.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.985352	1393.747681	399519.9375	85615.76563
1410.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.084839	1393.841675	399519.9688	85615.74219
1410.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.184448	1393.935791	399519.9688	85615.71875
1410.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.284058	1394.029785	399520	85615.6875
1410.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.383545	1394.123779	399520.0313	85615.66406
1410.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.483154	1394.217896	399520.0313	85615.64063
1410.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.582764	1394.31189	399520.0625	85615.60938
1410.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.682251	1394.405884	399520.0938	85615.58594
1410.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.78186	1394.5	399520.0938	85615.5625
1410.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.881348	1394.593994	399520.125	85615.53906
1410.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.980957	1394.687988	399520.1563	85615.50781
1411.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.080566	1394.782105	399520.1563	85615.48438
1411.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.180054	1394.876099	399520.1875	85615.46094
1411.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.279663	1394.970093	399520.1875	85615.4375
1411.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.37915	1395.064209	399520.2188	85615.40625
1411.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.47876	1395.158203	399520.25	85615.38281
1411.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.578369	1395.252197	399520.25	85615.35938
1411.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.677856	1395.346314	399520.2813	85615.32813
1411.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.777466	1395.440308	399520.3125	85615.30469
1411.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.877075	1395.534424	399520.3125	85615.28125
1411.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.976563	1395.628418	399520.3438	85615.25781
1412.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.076172	1395.722412	399520.375	85615.22656
1412.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.175659	1395.816528	399520.375	85615.20313
1412.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.275269	1395.910523	399520.4063	85615.17969
1412.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.374878	1396.004517	399520.4375	85615.14844
1412.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.474365	1396.098633	399520.4375	85615.125
1412.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.573975	1396.192627	399520.4688	85615.10156
1412.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.673584	1396.286621	399520.5	85615.07813
1412.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.773071	1396.380737	399520.5	85615.04688
1412.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.872681	1396.474731	399520.5313	85615.02344
1412.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.972168	1396.568726	399520.5625	85615
1413.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.071777	1396.662842	399520.5625	85614.96875
1413.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.171387	1396.756836	399520.5938	85614.94531
1413.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.270874	1396.85083	399520.625	85614.92188
1413.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.370483	1396.944946	399520.625	85614.89844
1413.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.469971	1397.03894	399520.6563	85614.86719
1413.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.56958	1397.132935	399520.6875	85614.84375
1413.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.66919	1397.227051	399520.6875	85614.82031
1413.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.768677	1397.321045	399520.7188	85614.78906
1413.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.868286	1397.415039	399520.75	85614.76563
1413.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.967896	1397.509155	399520.75	85614.74219
1414.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.067383	1397.603149	399520.7813	85614.71875
1414.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.166992	1397.697144	399520.8125	85614.6875
1414.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.26648	1397.79126	399520.8125	85614.66406
1414.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.366089	1397.885254	399520.8438	85614.64063
1414.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.465698	1397.979248	399520.8438	85614.61719
1414.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.565186	1398.073364	399520.875	85614.58594
1414.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.664795	1398.167358	399520.9063	85614.5625
1414.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.764282	1398.261353	399520.9063	85614.53906
1414.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.863892	1398.355469	399520.9375	85614.50781
1414.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.963501	1398.449463	399520.9688	85614.48438
1415.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.062988	1398.543457	399520.9688	85614.46094
1415.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.162598	1398.637573	399521	85614.4375
1415.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.262207	1398.731567	399521.0313	85614.40625
1415.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.361694	1398.825562	399521.0313	85614.38281
1415.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.461304	1398.919678	399521.0625	85614.35938
1415.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.560791	1399.013672	399521.0938	85614.32813
1415.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.6604	1399.107666	399521.0938	85614.30469
1415.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.76001	1399.201782	399521.125	85614.28125
1415.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.859497	1399.295776	399521.1563	85614.25781
1415.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.959106	1399.389771	399521.1563	85614.22656
1416.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.058594	1399.483887	399521.1875	85614.20313
1416.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.158203	1399.577881	399521.2188	85614.17969
1416.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.257813	1399.671997	399521.2188	85614.14844
1416.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.3573	1399.765991	399521.25	85614.125
1416.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.456909	1399.859985	399521.2813	85614.10156
1416.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.556519	1399.954102	399521.2813	85614.07813
1416.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.656006	1400.048096	399521.3125	85614.04688
1416.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.755615	1400.14209	399521.3438	85614.02344
1416.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.855103	1400.236206	399521.3438	85614
1416.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.954712	1400.3302	399521.375	85613.96875
1417.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.054321	1400.424194	399521.4063	85613.94531
1417.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.153809	1400.518311	399521.4063	85613.92188
1417.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.253418	1400.612305	399521.4375	85613.89844
1417.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.352905	1400.706299	399521.4688	85613.86719
1417.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.452515	1400.800415	399521.4688	85613.84375
1417.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.552124	1400.894409	399521.5	85613.82031
1417.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.651611	1400.988403	399521.5	85613.79688
1417.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.751221	1401.08252	399521.5313	85613.76563
1417.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.85083	1401.176514	399521.5625	85613.74219
1417.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1417.950317	1401.270508	399521.5625	85613.71875
1418.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.049927	1401.364624	399521.5938	85613.6875
1418.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.149414	1401.458618	399521.625	85613.66406
1418.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.249023	1401.552612	399521.625	85613.64063
1418.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.348633	1401.646729	399521.6563	85613.61719
1418.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.44812	1401.740723	399521.6875	85613.58594
1418.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.54773	1401.834717	399521.6875	85613.5625
1418.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.647339	1401.928833	399521.7188	85613.53906
1418.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.746826	1402.022827	399521.75	85613.50781
1418.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.846436	1402.116821	399521.75	85613.48438
1418.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1418.945923	1402.210938	399521.7813	85613.46094
1419.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.045532	1402.304932	399521.8125	85613.4375
1419.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.145142	1402.398926	399521.8125	85613.40625
1419.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.244629	1402.493042	399521.8438	85613.38281
1419.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.344238	1402.587036	399521.875	85613.35938
1419.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.443726	1402.68103	399521.875	85613.32813
1419.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.543335	1402.775147	399521.9063	85613.30469
1419.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.642944	1402.869141	399521.9375	85613.28125
1419.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.742432	1402.963135	399521.9375	85613.25781
1419.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.842041	1403.057251	399521.9688	85613.22656
1419.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1419.94165	1403.151245	399522	85613.20313
1420.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.041138	1403.245239	399522	85613.17969
1420.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.140747	1403.339356	399522.0313	85613.15625
1420.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.240234	1403.43335	399522.0625	85613.125
1420.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.339844	1403.527466	399522.0625	85613.10156
1420.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.439453	1403.62146	399522.0938	85613.07813
1420.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.53894	1403.715454	399522.125	85613.04688
1420.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.63855	1403.80957	399522.125	85613.02344
1420.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.738037	1403.903565	399522.1563	85613
1420.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.837647	1403.997559	399522.1563	85612.97656
1420.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1420.937256	1404.091675	399522.1875	85612.94531
1421.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.036743	1404.185669	399522.2188	85612.92188
1421.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.136353	1404.279663	399522.2188	85612.89844
1421.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.235962	1404.373779	399522.25	85612.86719
1421.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.335449	1404.467773	399522.2813	85612.84375
1421.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.435059	1404.561768	399522.2813	85612.82031
1421.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.534546	1404.655884	399522.3125	85612.79688
1421.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.634155	1404.749878	399522.3438	85612.76563
1421.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.733765	1404.843872	399522.3438	85612.74219
1421.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.833252	1404.937988	399522.375	85612.71875
1421.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1421.932861	1405.031982	399522.4063	85612.6875
1422.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.032349	1405.125977	399522.4063	85612.66406
1422.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.131958	1405.220093	399522.4375	85612.64063
1422.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.231567	1405.314087	399522.4688	85612.61719
1422.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.331055	1405.408081	399522.4688	85612.58594
1422.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.430664	1405.502197	399522.5	85612.5625
1422.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.530273	1405.596191	399522.5313	85612.53906
1422.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.629761	1405.690186	399522.5313	85612.50781
1422.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.72937	1405.784302	399522.5625	85612.48438
1422.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.828857	1405.878296	399522.5938	85612.46094
1422.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1422.928467	1405.97229	399522.5938	85612.4375
1423.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.028076	1406.066406	399522.625	85612.40625
1423.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.127564	1406.1604	399522.6563	85612.38281
1423.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.227173	1406.254395	399522.6563	85612.35938
1423.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.326782	1406.348511	399522.6875	85612.33594
1423.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.42627	1406.442505	399522.7188	85612.30469
1423.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.525879	1406.536499	399522.7188	85612.28125
1423.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.625366	1406.630615	399522.75	85612.25781
1423.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.724976	1406.724609	399522.7813	85612.22656
1423.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.824585	1406.818604	399522.7813	85612.20313
1423.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1423.924072	1406.91272	399522.8125	85612.17969
1424.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.023682	1407.006714	399522.8125	85612.15625
1424.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.123169	1407.100708	399522.8438	85612.125
1424.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.222778	1407.194824	399522.875	85612.10156
1424.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.322388	1407.288818	399522.875	85612.07813
1424.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.421875	1407.382813	399522.9063	85612.04688
1424.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.521484	1407.476929	399522.9375	85612.02344
1424.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.621094	1407.570923	399522.9375	85612
1424.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.720581	1407.665039	399522.9688	85611.97656
1424.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.82019	1407.759033	399523	85611.94531
1424.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1424.919678	1407.853027	399523	85611.92188
1425.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.019287	1407.947144	399523.0313	85611.89844
1425.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.118897	1408.041138	399523.0625	85611.86719
1425.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.218384	1408.135132	399523.0625	85611.84375
1425.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.317993	1408.229248	399523.0938	85611.82031
1425.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.417481	1408.323242	399523.125	85611.79688
1425.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.51709	1408.417236	399523.125	85611.76563
1425.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.616699	1408.511353	399523.1563	85611.74219
1425.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.716187	1408.605347	399523.1875	85611.71875
1425.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.815796	1408.699341	399523.1875	85611.69531
1425.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1425.915405	1408.793457	399523.2188	85611.66406
1426.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.014893	1408.887451	399523.25	85611.64063
1426.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.114502	1408.981445	399523.25	85611.61719
1426.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.213989	1409.075562	399523.2813	85611.58594
1426.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.313599	1409.169556	399523.3125	85611.5625
1426.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.413208	1409.26355	399523.3125	85611.53906
1426.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.512695	1409.357666	399523.3438	85611.51563
1426.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.612305	1409.45166	399523.375	85611.48438
1426.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.711792	1409.545654	399523.375	85611.46094
1426.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.811401	1409.639771	399523.4063	85611.4375
1426.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1426.911011	1409.733765	399523.4375	85611.40625
1427.06952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.010498	1409.827759	399523.4375	85611.38281
1427.16952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.110107	1409.921875	399523.4688	85611.35938
1427.26952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.209717	1410.015869	399523.4688	85611.33594
1427.36952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.309204	1410.109863	399523.5	85611.30469
1427.46952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.408814	1410.20398	399523.5313	85611.28125
1427.56952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.508301	1410.297974	399523.5313	85611.25781
1427.66952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.60791	1410.391968	399523.5625	85611.22656
1427.76952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.70752	1410.486084	399523.5938	85611.20313
1427.86952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.807007	1410.580078	399523.5938	85611.17969
1427.96952	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1427.906616	1410.674072	399523.625	85611.15625
