DEPTH	CALI	CORE_POR	DT	GR	LLD	LLS	MSFL	NPHI	RHOB	CORE_KH	CORE_KV	MD_m	RFT	TVDSS	UTME	UTMN
1400.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.453735	-999.25	1389.753784	400942.8125	87047.5
1400.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.553833	-999.25	1389.853882	400942.8125	87047.5
1400.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.653931	-999.25	1389.95398	400942.8125	87047.5
1400.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.753906	-999.25	1390.053955	400942.8125	87047.5
1400.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.854004	-999.25	1390.154053	400942.8125	87047.5
1400.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1400.95398	-999.25	1390.254028	400942.8125	87047.5
1401	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.054077	-999.25	1390.354126	400942.8125	87047.5
1401.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.154053	-999.25	1390.454102	400942.8125	87047.5
1401.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.25415	-999.25	1390.554199	400942.8125	87047.5
1401.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.354126	-999.25	1390.654175	400942.8125	87047.5
1401.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.454224	-999.25	1390.754273	400942.8125	87047.5
1401.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.554321	-999.25	1390.85437	400942.8125	87047.5
1401.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.654297	-999.25	1390.954346	400942.8125	87047.5
1401.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.754395	-999.25	1391.054443	400942.8125	87047.5
1401.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.85437	-999.25	1391.154419	400942.8125	87047.5
1401.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1401.954468	-999.25	1391.254517	400942.8125	87047.5
1402	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.054443	-999.25	1391.354492	400942.8125	87047.5
1402.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.154541	-999.25	1391.45459	400942.8125	87047.5
1402.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.254517	-999.25	1391.554565	400942.8125	87047.5
1402.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.354614	-999.25	1391.654663	400942.8125	87047.5
1402.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.454712	-999.25	1391.754761	400942.8125	87047.5
1402.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.554688	-999.25	1391.854736	400942.8125	87047.5
1402.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.654785	-999.25	1391.954834	400942.8125	87047.5
1402.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.754761	-999.25	1392.05481	400942.8125	87047.5
1402.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.854858	-999.25	1392.154907	400942.8125	87047.5
1402.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1402.954834	-999.25	1392.254883	400942.8125	87047.5
1403	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.054932	-999.25	1392.354981	400942.8125	87047.5
1403.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.154907	-999.25	1392.454956	400942.8125	87047.5
1403.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.255005	-999.25	1392.555054	400942.8125	87047.5
1403.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.355103	-999.25	1392.655151	400942.8125	87047.5
1403.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.455078	-999.25	1392.755127	400942.8125	87047.5
1403.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.555176	-999.25	1392.855225	400942.8125	87047.5
1403.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.655151	-999.25	1392.9552	400942.8125	87047.5
1403.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.755249	-999.25	1393.055298	400942.8125	87047.5
1403.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.855225	-999.25	1393.155273	400942.8125	87047.5
1403.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1403.955322	-999.25	1393.255371	400942.8125	87047.5
1404	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.055298	-999.25	1393.355347	400942.8125	87047.5
1404.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.155396	-999.25	1393.455444	400942.8125	87047.5
1404.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.255493	-999.25	1393.555542	400942.8125	87047.5
1404.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.355469	-999.25	1393.655518	400942.8125	87047.5
1404.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.455566	-999.25	1393.755615	400942.8125	87047.5
1404.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.555542	-999.25	1393.855591	400942.8125	87047.5
1404.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.65564	-999.25	1393.955689	400942.8125	87047.5
1404.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.755615	-999.25	1394.055664	400942.8125	87047.5
1404.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.855713	-999.25	1394.155762	400942.8125	87047.5
1404.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1404.955689	-999.25	1394.255737	400942.8125	87047.5
1405	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.055786	-999.25	1394.355835	400942.8125	87047.5
1405.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.155884	-999.25	1394.455933	400942.8125	87047.5
1405.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.255859	-999.25	1394.555908	400942.8125	87047.5
1405.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.355957	-999.25	1394.656006	400942.8125	87047.5
1405.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.455933	-999.25	1394.755981	400942.8125	87047.5
1405.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.55603	-999.25	1394.856079	400942.8125	87047.5
1405.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.656006	-999.25	1394.956055	400942.8125	87047.5
1405.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.756104	-999.25	1395.056152	400942.8125	87047.5
1405.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.856079	-999.25	1395.156128	400942.8125	87047.5
1405.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1405.956177	-999.25	1395.256226	400942.8125	87047.5
1406	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.056274	-999.25	1395.356323	400942.8125	87047.5
1406.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.15625	-999.25	1395.456299	400942.8125	87047.5
1406.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.256348	-999.25	1395.556397	400942.8125	87047.5
1406.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.356323	-999.25	1395.656372	400942.8125	87047.5
1406.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.456421	-999.25	1395.75647	400942.8125	87047.5
1406.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.556397	-999.25	1395.856445	400942.8125	87047.5
1406.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.656494	-999.25	1395.956543	400942.8125	87047.5
1406.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.75647	-999.25	1396.056519	400942.8125	87047.5
1406.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.856567	-999.25	1396.156616	400942.8125	87047.5
1406.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1406.956543	-999.25	1396.256592	400942.8125	87047.5
1407	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.056641	-999.25	1396.35669	400942.8125	87047.5
1407.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.156738	-999.25	1396.456787	400942.8125	87047.5
1407.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.256714	-999.25	1396.556763	400942.8125	87047.5
1407.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.356812	-999.25	1396.65686	400942.8125	87047.5
1407.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.456787	-999.25	1396.756836	400942.8125	87047.5
1407.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.556885	-999.25	1396.856934	400942.8125	87047.5
1407.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.65686	-999.25	1396.956909	400942.8125	87047.5
1407.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.756958	-999.25	1397.057007	400942.8125	87047.5
1407.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.856934	-999.25	1397.156982	400942.8125	87047.5
1407.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1407.957031	-999.25	1397.25708	400942.8125	87047.5
1408	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.057129	-999.25	1397.357178	400942.8125	87047.5
1408.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.157105	-999.25	1397.457153	400942.8125	87047.5
1408.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.257202	-999.25	1397.557251	400942.8125	87047.5
1408.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.357178	-999.25	1397.657227	400942.8125	87047.5
1408.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.457275	-999.25	1397.757324	400942.8125	87047.5
1408.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.557251	-999.25	1397.8573	400942.8125	87047.5
1408.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.657349	-999.25	1397.957398	400942.8125	87047.5
1408.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.757324	-999.25	1398.057373	400942.8125	87047.5
1408.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.857422	-999.25	1398.157471	400942.8125	87047.5
1408.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1408.95752	-999.25	1398.257568	400942.8125	87047.5
1409	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.057495	-999.25	1398.357544	400942.8125	87047.5
1409.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.157593	-999.25	1398.457642	400942.8125	87047.5
1409.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.257568	-999.25	1398.557617	400942.8125	87047.5
1409.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.357666	-999.25	1398.657715	400942.8125	87047.5
1409.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.457642	-999.25	1398.75769	400942.8125	87047.5
1409.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.557739	-999.25	1398.857788	400942.8125	87047.5
1409.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.657715	-999.25	1398.957764	400942.8125	87047.5
1409.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.757813	-999.25	1399.057861	400942.8125	87047.5
1409.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.85791	-999.25	1399.157959	400942.8125	87047.5
1409.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1409.957886	-999.25	1399.257935	400942.8125	87047.5
1410	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.057983	-999.25	1399.358032	400942.8125	87047.5
1410.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.157959	-999.25	1399.458008	400942.8125	87047.5
1410.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.258057	-999.25	1399.558106	400942.8125	87047.5
1410.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.358032	-999.25	1399.658081	400942.8125	87047.5
1410.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.45813	-999.25	1399.758179	400942.8125	87047.5
1410.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.558106	-999.25	1399.858154	400942.8125	87047.5
1410.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.658203	-999.25	1399.958252	400942.8125	87047.5
1410.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.758301	-999.25	1400.05835	400942.8125	87047.5
1410.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.858276	-999.25	1400.158325	400942.8125	87047.5
1410.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1410.958374	-999.25	1400.258423	400942.8125	87047.5
1411	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.05835	-999.25	1400.358398	400942.8125	87047.5
1411.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.158447	-999.25	1400.458496	400942.8125	87047.5
1411.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.258423	-999.25	1400.558472	400942.8125	87047.5
1411.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.358521	-999.25	1400.658569	400942.8125	87047.5
1411.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.458496	-999.25	1400.758545	400942.8125	87047.5
1411.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.558594	-999.25	1400.858643	400942.8125	87047.5
1411.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.658691	-999.25	1400.95874	400942.8125	87047.5
1411.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.758667	-999.25	1401.058716	400942.8125	87047.5
1411.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.858765	-999.25	1401.158814	400942.8125	87047.5
1411.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1411.95874	-999.25	1401.258789	400942.8125	87047.5
1412	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.058838	-999.25	1401.358887	400942.8125	87047.5
1412.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.158814	-999.25	1401.458862	400942.8125	87047.5
1412.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.258911	-999.25	1401.55896	400942.8125	87047.5
1412.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.358887	-999.25	1401.658936	400942.8125	87047.5
1412.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.458984	-999.25	1401.759033	400942.8125	87047.5
1412.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.559082	-999.25	1401.859131	400942.8125	87047.5
1412.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.659058	-999.25	1401.959106	400942.8125	87047.5
1412.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.759155	-999.25	1402.059204	400942.8125	87047.5
1412.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.859131	-999.25	1402.15918	400942.8125	87047.5
1412.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1412.959229	-999.25	1402.259277	400942.8125	87047.5
1413	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.059204	-999.25	1402.359253	400942.8125	87047.5
1413.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.159302	-999.25	1402.459351	400942.8125	87047.5
1413.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.259277	-999.25	1402.559326	400942.8125	87047.5
1413.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.359375	-999.25	1402.659424	400942.8125	87047.5
1413.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.459351	-999.25	1402.759399	400942.8125	87047.5
1413.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.559448	-999.25	1402.859497	400942.8125	87047.5
1413.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.659546	-999.25	1402.959595	400942.8125	87047.5
1413.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.759522	-999.25	1403.05957	400942.8125	87047.5
1413.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.859619	-999.25	1403.159668	400942.8125	87047.5
1413.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1413.959595	-999.25	1403.259644	400942.8125	87047.5
1414	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.059692	-999.25	1403.359741	400942.8125	87047.5
1414.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.159668	-999.25	1403.459717	400942.8125	87047.5
1414.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.259766	-999.25	1403.559815	400942.8125	87047.5
1414.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.359741	-999.25	1403.65979	400942.8125	87047.5
1414.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.459839	-999.25	1403.759888	400942.8125	87047.5
1414.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.559937	-999.25	1403.859985	400942.8125	87047.5
1414.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.659912	-999.25	1403.959961	400942.8125	87047.5
1414.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.76001	-999.25	1404.060059	400942.8125	87047.5
1414.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.859985	-999.25	1404.160034	400942.8125	87047.5
1414.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1414.960083	-999.25	1404.260132	400942.8125	87047.5
1415	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.060059	-999.25	1404.360107	400942.8125	87047.5
1415.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.160156	-999.25	1404.460205	400942.8125	87047.5
1415.2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.260132	-999.25	1404.560181	400942.8125	87047.5
1415.3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.36023	-999.25	1404.660278	400942.8125	87047.5
1415.4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.460327	-999.25	1404.760376	400942.8125	87047.5
1415.5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.560303	-999.25	1404.860352	400942.8125	87047.5
1415.6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.6604	-999.25	1404.960449	400942.8125	87047.5
1415.7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.760376	-999.25	1405.060425	400942.8125	87047.5
1415.8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.860474	-999.25	1405.160523	400942.8125	87047.5
1415.9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1415.960449	-999.25	1405.260498	400942.8125	87047.5
1416	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.060547	-999.25	1405.360596	400942.8125	87047.5
1416.1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1416.160523	-999.25	1405.460571	400942.8125	87047.5
